 Pvap bin lower limit [log10(Cstar)], Pvap bin upper limit [log10(Cstar)], Time [s], Kh [M/atm], MW [g/mol], Yield (SOA), Yield (total), Atomic O/C ratio, Atomic H/C ratio, Atomic N/C ratio, Precursor [ppb]                                                                                                               
-2,-1,30394.51758,4.63E+17,134.1679509,5.06E-05,0.120762047,0.53806592,0.938829923,4.10E-02,146.1669297
-1,0,30394.51758,5.37885E+13,104.5673397,4.83E-04,0.599488458,0.7895588,1.53590422,3.91E-04,146.1669297
0,1,30394.51758,2.01473E+12,170.7781837,8.34E-02,9.39E-02,0.863014094,1.393545335,1.04E-04,146.1669297
1,2,30394.51758,2.60045E+13,120.7230534,6.73E-02,0.988825691,0.858478484,1.253907063,7.74E-04,146.1669297
2,3,30394.51758,1.04847E+14,129.4943165,1.33E-03,2.037533433,0.819575343,1.206741928,1.34E-04,146.1669297
3,4,30394.51758,1.12869E+15,100.5060113,9.78E-04,2.854570321,0.404699314,1.191704939,6.22E-03,146.1669297
4,5,30394.51758,7.31066E+14,148.0677699,1.19E-04,0.234719382,1.280606503,1.000613763,0.146495801,146.1669297
5,6,30394.51758,198808026.6,145.5065643,3.61E-05,1.02E-02,0.985067929,1.552825885,1.72E-05,146.1669297
6,7,30394.51758,8.63625E+13,143.0884117,0,2.31E-03,1.480206664,1.174492388,8.69E-02,146.1669297
7,8,30394.51758,1025394.099,199.6023971,0,0,1.461048165,1.363306585,0.200375266,146.1669297
8,9,30394.51758,1175428.155,215.2287349,0,0,1.87536665,1.238191593,0.216661688,146.1669297
9,10,30394.51758,817075.5323,196.1155826,0,0,1.599999096,1.089817364,3.67E-02,146.1669297
-10,-9,30695.44531,0,0,0,0,0,0,0,145.7738149
-9,-8,30695.44531,2.00016E+15,179.1038741,0,0,1.400002343,1.399984767,0,145.7738149
-8,-7,30695.44531,6.06116E+15,163.2403501,0,0,1.200409383,1.39928358,1.04E-17,145.7738149
-7,-6,30695.44531,7.55071E+14,140.962693,0,12.61031234,0.434786636,1.144293744,1.50E-03,145.7738149
-6,-5,30695.44531,2.94524E+15,124.1254593,0,1.116402462,0.28797446,1.14180751,1.13E-05,145.7738149
-5,-4,30695.44531,5.79139E+13,106.135858,1.41E-03,5.650607113,0.143327833,0.857302809,2.78E-05,145.7738149
-4,-3,30695.44531,2.62293E+15,114.4299363,3.00E-04,0.533975091,0.601370467,1.19978786,1.74E-05,145.7738149
-3,-2,30695.44531,9.83E+17,121.9724491,0,0.140791816,0.286646873,0.859862055,6.02E-04,145.7738149
-2,-1,30695.44531,4.64E+17,134.1948679,4.93E-05,0.130928875,0.539624971,0.939815044,4.05E-02,145.7738149
-1,0,30695.44531,5.73904E+13,104.762055,6.28E-04,0.645277426,0.788528939,1.536139638,4.45E-04,145.7738149
0,1,30695.44531,2.4474E+12,171.6169745,9.29E-02,0.104108954,0.860683312,1.393376361,1.15E-04,145.7738149
1,2,30695.44531,2.73635E+13,121.4079647,7.59E-02,1.09003866,0.86234372,1.262514834,7.91E-04,145.7738149
2,3,30695.44531,1.0679E+14,129.459533,1.50E-03,2.211653517,0.820315963,1.206783828,1.40E-04,145.7738149
3,4,30695.44531,1.47535E+15,100.7091887,1.17E-03,2.651311899,0.405703355,1.191101252,6.72E-03,145.7738149
4,5,30695.44531,7.04848E+14,145.4387787,1.51E-04,0.2426417,1.288428966,1.000711007,0.141281642,145.7738149
5,6,30695.44531,263296078.9,145.0908818,4.09E-05,1.11E-02,0.984125958,1.547278425,1.86E-05,145.7738149
6,7,30695.44531,8.36984E+13,145.0232264,0,2.31E-03,1.524933668,1.159867149,0.103698743,145.7738149
7,8,30695.44531,1016861.913,198.8109482,0,0,1.451806202,1.366524319,0.198307799,145.7738149
8,9,30695.44531,1251337.29,213.3809658,0,0,1.871318812,1.252736464,0.208848056,145.7738149
9,10,30695.44531,855270.2399,195.6951781,0,0,1.599998806,1.112830304,2.91E-02,145.7738149
-10,-9,30996.37109,0,0,0,0,0,0,0,145.3653785
-9,-8,30996.37109,2.00012E+15,179.1040579,0,0,1.40000177,1.399988495,0,145.3653785
-8,-7,30996.37109,6.01263E+15,163.2382079,0,0,1.200402893,1.399294938,1.16E-17,145.3653785
-7,-6,30996.37109,8.15176E+14,141.0363679,0,12.38828103,0.435349981,1.144419366,1.64E-03,145.3653785
-6,-5,30996.37109,2.75341E+15,124.1266063,0,1.184635151,0.287820359,1.141882373,1.14E-05,145.3653785
-5,-4,30996.37109,7.20884E+13,106.1378917,1.53E-03,5.598361584,0.143392777,0.857322295,3.21E-05,145.3653785
-4,-3,30996.37109,2.65285E+15,114.4267714,3.44E-04,0.553196443,0.601475322,1.199857679,1.80E-05,145.3653785
-3,-2,30996.37109,9.84E+17,121.9972108,0,0.150870076,0.287047155,0.859697014,6.41E-04,145.3653785
-2,-1,30996.37109,4.65E+17,134.2249233,4.85E-05,0.141323228,0.541120201,0.940731193,4.00E-02,145.3653785
-1,0,30996.37109,6.11302E+13,104.9708805,8.04E-04,0.691414669,0.787583312,1.53638785,5.02E-04,145.3653785
0,1,30996.37109,2.96037E+12,172.3117857,0.102455514,0.114417907,0.858531835,1.393052009,1.26E-04,145.3653785
1,2,30996.37109,2.87149E+13,122.0479442,8.49E-02,1.193671185,0.865960897,1.270561021,8.08E-04,145.3653785
2,3,30996.37109,1.0905E+14,129.4261261,1.68E-03,2.386036739,0.821043516,1.206817464,1.47E-04,145.3653785
3,4,30996.37109,1.90777E+15,100.9343111,1.39E-03,2.471198861,0.406887908,1.190450703,7.26E-03,145.3653785
4,5,30996.37109,6.77915E+14,142.7387362,1.89E-04,0.249958259,1.296460752,1.000814805,0.135925217,145.3653785
5,6,30996.37109,343210082.6,144.6399271,4.58E-05,1.19E-02,0.983306693,1.541269655,2.00E-05,145.3653785
6,7,30996.37109,8.07743E+13,147.1428893,0,2.33E-03,1.573951826,1.143852452,0.122130169,145.3653785
7,8,30996.37109,1019307.604,198.1201299,0,0,1.443427576,1.369239683,0.196384775,145.3653785
8,9,30996.37109,1322571.824,211.6129122,0,0,1.867318853,1.265768307,0.201309211,145.3653785
9,10,30996.37109,906721.5493,195.1287206,0,0,1.599998469,1.143829825,1.87E-02,145.3653785
-10,-9,31297.29688,0,0,0,0,0,0,0,144.9423627
-9,-8,31297.29688,2.00009E+15,179.1041907,0,0,1.400001355,1.39999119,0,144.9423627
-8,-7,31297.29688,5.9827E+15,163.2368868,0,0,1.200398891,1.399301942,1.29E-17,144.9423627
-7,-6,31297.29688,8.81103E+14,141.1116834,0,12.16311356,0.435927943,1.144547232,1.78E-03,144.9423627
-6,-5,31297.29688,2.583E+15,124.127645,0,1.249647873,0.287683595,1.14194904,1.14E-05,144.9423627
-5,-4,31297.29688,8.86064E+13,106.1401127,1.64E-03,5.547668384,0.143463289,0.857343374,3.67E-05,144.9423627
-4,-3,31297.29688,2.67309E+15,114.4217303,3.93E-04,0.573393675,0.601586989,1.199941819,1.85E-05,144.9423627
-3,-2,31297.29688,9.85E+17,122.0194422,0,0.161119328,0.287424664,0.859558304,6.80E-04,144.9423627
-2,-1,31297.29688,4.67E+17,134.2557787,4.80E-05,0.151924916,0.542571466,0.941574557,3.96E-02,144.9423627
-1,0,31297.29688,6.49803E+13,105.1911674,1.01E-03,0.737733474,0.786722662,1.536672708,5.63E-04,144.9423627
0,1,31297.29688,3.55781E+12,172.8837784,0.112008476,0.124753429,0.856525281,1.392588146,1.38E-04,144.9423627
1,2,31297.29688,3.00602E+13,122.6464146,9.42E-02,1.299168844,0.869348889,1.278088717,8.26E-04,144.9423627
2,3,31297.29688,1.11646E+14,129.3939887,1.88E-03,2.559715241,0.821759729,1.206845094,1.56E-04,144.9423627
3,4,31297.29688,2.44037E+15,101.18214,1.64E-03,2.311690322,0.408271193,1.189756155,7.84E-03,144.9423627
4,5,31297.29688,6.50529E+14,139.9940622,2.32E-04,0.256759779,1.304623532,1.000924273,0.130478874,144.9423627
5,6,31297.29688,440517839.1,144.1537841,5.09E-05,1.27E-02,0.982627053,1.534822825,2.16E-05,144.9423627
6,7,31297.29688,7.76214E+13,149.4240189,2.04E-05,2.36E-03,1.62672611,1.126626421,0.141961991,144.9423627
7,8,31297.29688,1041280.863,197.4707212,2.14E-05,2.63E-05,1.434968463,1.37151509,0.194248862,144.9423627
8,9,31297.29688,1389310.095,209.9369734,0,0,1.863456834,1.277518039,0.19411028,144.9423627
9,10,31297.29688,928510.7858,194.8891169,0,0,1.599998218,1.156959402,1.44E-02,144.9423627
-10,-9,31598.22266,0,0,0,0,0,0,0,144.5055294
-9,-8,31598.22266,2.00007E+15,179.1042875,0,0,1.400001053,1.399993154,0,144.5055294
-8,-7,31598.22266,5.96346E+15,163.2360377,0,0,1.200396318,1.399306444,1.43E-17,144.5055294
-7,-6,31598.22266,9.52704E+14,141.188502,0,11.93550941,0.436519443,1.144677111,1.92E-03,144.5055294
-6,-5,31598.22266,2.43064E+15,124.1285969,0,1.311177867,0.287561472,1.14200883,1.16E-05,144.5055294
-5,-4,31598.22266,1.07671E+14,106.1425291,1.75E-03,5.498522543,0.143539646,0.857366192,4.16E-05,144.5055294
-4,-3,31598.22266,2.68377E+15,114.4148235,4.49E-04,0.594543046,0.601705754,1.200040865,1.89E-05,144.5055294
-3,-2,31598.22266,9.86E+17,122.0396044,0,0.171514188,0.287783589,0.859441658,7.19E-04,144.5055294
-2,-1,31598.22266,4.68E+17,134.2847133,4.79E-05,0.16270553,0.544010581,0.942336115,3.92E-02,144.5055294
-1,0,31598.22266,6.89192E+13,105.4197795,1.26E-03,0.784117173,0.785931447,1.53702229,6.26E-04,144.5055294
0,1,31598.22266,4.25272E+12,173.3505648,0.121489086,0.135046685,0.854632735,1.39199618,1.52E-04,144.5055294
1,2,31598.22266,3.14015E+13,123.2072086,0.103708446,1.406127114,0.872529759,1.285146503,8.45E-04,144.5055294
2,3,31598.22266,1.146E+14,129.3630531,2.09E-03,2.732249073,0.822465985,1.206867949,1.67E-04,144.5055294
3,4,31598.22266,3.08902E+15,101.4537113,1.94E-03,2.170413491,0.409872392,1.18902016,8.46E-03,144.5055294
4,5,31598.22266,6.22893E+14,137.2251668,2.81E-04,0.263143243,1.312857046,1.001038609,0.124983064,144.5055294
5,6,31598.22266,543044814.4,143.6320088,5.59E-05,1.35E-02,0.982100853,1.527957894,2.32E-05,144.5055294
6,7,31598.22266,7.42669E+13,151.8460519,2.39E-05,2.39E-03,1.682786989,1.108345853,0.163014865,144.5055294
7,8,31598.22266,1058209.776,196.94271,2.57E-05,3.13E-05,1.427996298,1.373484987,0.192578501,144.5055294
8,9,31598.22266,1451973.643,208.3388928,0,0,1.859684169,1.288186774,0.187216529,144.5055294
9,10,31598.22266,937766.4355,194.7876723,0,0,1.599997985,1.162538356,1.25E-02,144.5055294
-10,-9,31899.14844,0,0,0,0,0,0,0,144.0556307
-9,-8,31899.14844,2.00006E+15,179.1043594,0,0,1.400000829,1.399994611,0,144.0556307
-8,-7,31899.14844,5.95714E+15,163.2357587,0,0,1.200395473,1.399307923,1.59E-17,144.0556307
-7,-6,31899.14844,1.03012E+15,141.2665897,0,11.70626196,0.437122883,1.14480856,2.06E-03,144.0556307
-6,-5,31899.14844,2.295E+15,124.129475,0,1.368978031,0.287452979,1.142062284,1.17E-05,144.0556307
-5,-4,31899.14844,1.29452E+14,106.1451498,1.86E-03,5.450878104,0.143622074,0.857390875,4.69E-05,144.0556307
-4,-3,31899.14844,2.68771E+15,114.4064969,5.11E-04,0.616517017,0.601832597,1.200154632,1.91E-05,144.0556307
-3,-2,31899.14844,9.87E+17,122.0580723,0,0.182018957,0.288127256,0.859344101,7.58E-04,144.0556307
-2,-1,31899.14844,4.69E+17,134.3106151,4.80E-05,0.173647454,0.545449249,0.943018022,3.88E-02,144.0556307
-1,0,31899.14844,7.29135E+13,105.6547469,1.55E-03,0.830505387,0.785219074,1.537440361,6.92E-04,144.0556307
0,1,31899.14844,5.04454E+12,173.725424,0.130814657,0.145214714,0.852831517,1.391284995,1.66E-04,144.0556307
1,2,31899.14844,3.27404E+13,123.7328671,0.113368518,1.51401779,0.875517719,1.291766496,8.65E-04,144.0556307
2,3,31899.14844,1.17932E+14,129.3332412,2.31E-03,2.902794873,0.823163253,1.206887328,1.79E-04,144.0556307
3,4,31899.14844,3.8693E+15,101.7499268,2.29E-03,2.045258165,0.411709622,1.188245715,9.12E-03,144.0556307
4,5,31899.14844,5.95241E+14,134.4554232,3.37E-04,0.269186782,1.32109212,1.00115672,0.119484192,144.0556307
5,6,31899.14844,695751112.4,143.0762272,6.11E-05,1.43E-02,0.981749341,1.520710403,2.50E-05,144.0556307
6,7,31899.14844,7.07645E+13,154.3695032,2.77E-05,2.44E-03,1.741224665,1.089310945,0.184944123,144.0556307
7,8,31899.14844,1076981.975,196.4964649,3.05E-05,3.68E-05,1.421926846,1.375158962,0.191126162,144.0556307
8,9,31899.14844,1510602.438,206.8300428,0,0,1.856073069,1.297907484,0.180681779,144.0556307
9,10,31899.14844,953699.0045,194.6127028,0,0,1.599997714,1.1721401,9.29E-03,144.0556307
-10,-9,32200.07422,0,0,0,0,0,0,0,143.5933485
-9,-8,32200.07422,2.00005E+15,179.1044132,0,0,1.400000661,1.399995703,0,143.5933485
-8,-7,32200.07422,5.95801E+15,163.235797,0,0,1.200395589,1.39930772,1.77E-17,143.5933485
-7,-6,32200.07422,1.11327E+15,141.3457774,0,11.47597604,0.437737,1.144941285,2.20E-03,143.5933485
-6,-5,32200.07422,2.17394E+15,124.1302948,0,1.422902616,0.287356424,1.14211025,1.19E-05,143.5933485
-5,-4,32200.07422,1.54128E+14,106.1479833,1.98E-03,5.404679787,0.143710824,0.857417556,5.26E-05,143.5933485
-4,-3,32200.07422,2.68548E+15,114.3968373,5.81E-04,0.639289028,0.601967763,1.200283364,1.92E-05,143.5933485
-3,-2,32200.07422,9.87E+17,122.0752528,0,0.192608244,0.288459676,0.859263033,7.97E-04,143.5933485
-2,-1,32200.07422,4.70E+17,134.331547,4.84E-05,0.184721389,0.546903711,0.943618106,3.85E-02,143.5933485
-1,0,32200.07422,7.69392E+13,105.8934752,1.88E-03,0.876790455,0.784581222,1.537949184,7.60E-04,143.5933485
0,1,32200.07422,5.94906E+12,174.019954,0.139920239,0.15519284,0.851100703,1.390461485,1.82E-04,143.5933485
1,2,32200.07422,3.40782E+13,124.2262338,0.123145315,1.622428904,0.878329194,1.297985094,8.85E-04,143.5933485
2,3,32200.07422,1.21665E+14,129.3044041,2.55E-03,3.070491582,0.823855398,1.206904804,1.92E-04,143.5933485
3,4,32200.07422,4.79732E+15,102.0717142,2.69E-03,1.934348825,0.413801535,1.187436033,9.81E-03,143.5933485
4,5,32200.07422,5.67769E+14,131.7045127,4.00E-04,0.274960745,1.329270617,1.001277768,0.114021319,143.5933485
5,6,32200.07422,857207212.1,142.4874998,6.62E-05,1.51E-02,0.981586627,1.513113034,2.68E-05,143.5933485
6,7,32200.07422,6.7161E+13,156.9599137,3.18E-05,2.50E-03,1.801246584,1.069783394,0.207449247,143.5933485
7,8,32200.07422,1102664.302,196.0917556,3.59E-05,4.31E-05,1.416121472,1.376588039,0.189665971,143.5933485
8,9,32200.07422,1565542.815,205.4076609,0,0,1.852639815,1.306814825,0.174498899,143.5933485
9,10,32200.07422,969517.9088,194.4386596,0,0,1.599997567,1.18167164,6.12E-03,143.5933485
-10,-9,32501,0,0,0,0,0,0,0,143.1194449
-9,-8,32501,2.00004E+15,179.1044541,0,0,1.400000533,1.399996534,0,143.1194449
-8,-7,32501,5.96662E+15,163.2361769,0,0,1.200396741,1.399305705,1.97E-17,143.1194449
-7,-6,32501,1.20203E+15,141.4258965,0,11.245335,0.438360527,1.145074995,2.35E-03,143.1194449
-6,-5,32501,2.06573E+15,124.1310703,0,1.472846685,0.287270459,1.142153419,1.22E-05,143.1194449
-5,-4,32501,1.81871E+14,106.1510358,2.09E-03,5.359899495,0.143806102,0.857446358,5.86E-05,143.1194449
-4,-3,32501,2.6778E+15,114.3860074,6.59E-04,0.662940044,0.602111166,1.200426982,1.93E-05,143.1194449
-3,-2,32501,9.88E+17,122.0912581,0,0.203256364,0.288781484,0.859196492,8.36E-04,143.1194449
-2,-1,32501,4.71E+17,134.3468137,4.90E-05,0.195918288,0.548378241,0.944140017,3.83E-02,143.1194449
-1,0,32501,8.09745E+13,106.1339039,2.26E-03,0.92280889,0.784018996,1.538567273,8.30E-04,143.1194449
0,1,32501,6.95505E+12,174.2433822,0.148745943,0.164921524,0.849422477,1.389530203,1.99E-04,143.1194449
1,2,32501,3.54166E+13,124.6899575,0.13299283,1.730976888,0.880979314,1.303835872,9.06E-04,143.1194449
2,3,32501,1.25819E+14,129.2765287,2.80E-03,3.235099417,0.824541355,1.206920374,2.05E-04,143.1194449
3,4,32501,5.88928E+15,102.4200731,3.15E-03,1.836002365,0.416164781,1.186594286,1.05E-02,143.1194449
4,5,32501,5.40675E+14,128.9923853,4.69E-04,0.280530202,1.337333609,1.001400849,0.108634074,143.1194449
5,6,32501,1043575444,141.86766,7.13E-05,1.59E-02,0.981629033,1.505203084,2.89E-05,143.1194449
6,7,32501,6.35037E+13,159.5808878,3.64E-05,2.57E-03,1.862027609,1.050039535,0.230214706,143.1194449
7,8,32501,1117496.706,195.775797,4.19E-05,4.99E-05,1.411675705,1.377884724,0.188681237,143.1194449
8,9,32501,1616984.433,204.0673344,0,0,1.849374427,1.315001461,0.168658498,143.1194449
9,10,32501,976235.7302,194.3648465,0,0,1.599997466,1.185719912,4.77E-03,143.1194449
-10,-9,32801.92578,0,0,0,0,0,0,0,142.6346015
-9,-8,32801.92578,2.00003E+15,179.1044855,0,0,1.400000435,1.399997171,0,142.6346015
-8,-7,32801.92578,5.98016E+15,163.2367748,0,0,1.200398552,1.399302535,2.19E-17,142.6346015
-7,-6,32801.92578,1.2962E+15,141.5067897,0,11.01487731,0.438992249,1.145209428,2.50E-03,142.6346015
-6,-5,32801.92578,1.96878E+15,124.1318145,0,1.518753012,0.28719384,1.14219243,1.25E-05,142.6346015
-5,-4,32801.92578,2.12845E+14,106.154312,2.20E-03,5.316456452,0.143908084,0.857477397,6.49E-05,142.6346015
-4,-3,32801.92578,2.66644E+15,114.3742224,7.45E-04,0.687213245,0.602263749,1.200585501,1.92E-05,142.6346015
-3,-2,32801.92578,9.88E+17,122.1062697,0,0.21393777,0.28909417,0.859142601,8.74E-04,142.6346015
-2,-1,32801.92578,4.72E+17,134.3554389,4.99E-05,0.207212409,0.549884742,0.944583867,3.80E-02,142.6346015
-1,0,32801.92578,8.49888E+13,106.3732048,2.68E-03,0.968578917,0.783525844,1.539305999,9.03E-04,142.6346015
0,1,32801.92578,8.10186E+12,174.403499,0.157239723,0.174348914,0.847781544,1.388494636,2.18E-04,142.6346015
1,2,32801.92578,3.67566E+13,125.1264441,0.142867488,1.839300992,0.883482199,1.309349784,9.28E-04,142.6346015
2,3,32801.92578,1.30412E+14,129.249669,3.07E-03,3.396609819,0.825219152,1.206933624,2.20E-04,142.6346015
3,4,32801.92578,7.16052E+15,102.7959616,3.67E-03,1.748733679,0.418816122,1.185723885,1.13E-02,142.6346015
4,5,32801.92578,5.14104E+14,126.3333903,5.46E-04,0.285957609,1.345238789,1.001525099,0.103351006,142.6346015
5,6,32801.92578,1256209066,141.2186578,7.63E-05,1.66E-02,0.981887027,1.497022514,3.11E-05,142.6346015
6,7,32801.92578,5.98423E+13,162.1999968,4.13E-05,2.65E-03,1.922788807,1.030326543,0.252952383,142.6346015
7,8,32801.92578,1147202.23,195.4705348,4.84E-05,5.74E-05,1.406919872,1.378921927,0.187434743,142.6346015
8,9,32801.92578,1665138.112,202.805391,0,0,1.846274149,1.322545704,0.163149719,142.6346015
9,10,32801.92578,981171.1657,194.3111016,0,0,1.599997212,1.18869666,3.78E-03,142.6346015
-10,-9,33102.85156,0,0,0,0,0,0,0,142.1395205
-9,-8,33102.85156,2.00003E+15,179.1045099,0,0,1.400000359,1.399997666,0,142.1395205
-8,-7,33102.85156,5.99883E+15,163.2375989,0,0,1.200401049,1.399298165,2.43E-17,142.1395205
-7,-6,33102.85156,1.3957E+15,141.5882591,0,10.78520412,0.43963071,1.145344237,2.65E-03,142.1395205
-6,-5,33102.85156,1.88202E+15,124.1325382,0,1.560611799,0.287125743,1.142227729,1.29E-05,142.1395205
-5,-4,33102.85156,2.47183E+14,106.1578151,2.32E-03,5.274314647,0.144016886,0.857510756,7.16E-05,142.1395205
-4,-3,33102.85156,2.65131E+15,114.3615498,8.41E-04,0.712263446,0.602424754,1.200758553,1.90E-05,142.1395205
-3,-2,33102.85156,9.89E+17,122.120612,0,0.224627944,0.28940122,0.85910032,9.13E-04,142.1395205
-2,-1,33102.85156,4.72E+17,134.3562519,5.11E-05,0.218570353,0.551426012,0.9449486,3.79E-02,142.1395205
-1,0,33102.85156,8.89631E+13,106.6096148,3.15E-03,1.013902619,0.783104529,1.540182833,9.79E-04,142.1395205
0,1,33102.85156,9.36831E+12,174.506453,0.165350173,0.183423253,0.846166078,1.387357819,2.38E-04,142.1395205
1,2,33102.85156,3.80983E+13,125.5374218,0.152722888,1.94702587,0.885848229,1.314549264,9.50E-04,142.1395205
2,3,33102.85156,1.35467E+14,129.2235285,3.35E-03,3.553728472,0.82589546,1.206946666,2.36E-04,142.1395205
3,4,33102.85156,8.62453E+15,103.1999623,4.26E-03,1.671294102,0.421769173,1.184828687,1.21E-02,142.1395205
4,5,33102.85156,4.88198E+14,123.7419443,6.30E-04,0.291279945,1.352943628,1.00164968,9.82E-02,142.1395205
5,6,33102.85156,1496425857,140.5391002,8.13E-05,1.74E-02,0.982329237,1.488638633,3.34E-05,142.1395205
6,7,33102.85156,5.62223E+13,164.7816024,4.66E-05,2.74E-03,1.982728129,1.01091427,0.275354663,142.1395205
7,8,33102.85156,1165474.943,195.2377099,5.54E-05,6.55E-05,1.403345101,1.37989172,0.186621733,142.1395205
8,9,33102.85156,1710012.915,201.624441,0,0,1.843355743,1.329492396,0.15798727,142.1395205
9,10,33102.85156,984479.8347,194.2752116,0,0,1.599996988,1.19069298,3.11E-03,142.1395205
-10,-9,33403.77734,0,0,0,0,0,0,0,141.6348033
-9,-8,33403.77734,2.00002E+15,179.1045291,0,0,1.400000299,1.399998055,0,141.6348033
-8,-7,33403.77734,6.02307E+15,163.238669,0,0,1.200404292,1.399292491,2.70E-17,141.6348033
-7,-6,33403.77734,1.50026E+15,141.6701598,0,10.55680598,0.440274739,1.145479192,2.80E-03,141.6348033
-6,-5,33403.77734,1.80423E+15,124.1332527,0,1.598461755,0.287065231,1.142259808,1.34E-05,141.6348033
-5,-4,33403.77734,2.85028E+14,106.1615479,2.43E-03,5.233424432,0.144132639,0.857546526,7.86E-05,141.6348033
-4,-3,33403.77734,2.63428E+15,114.3481697,9.45E-04,0.737997858,0.60259496,1.200945535,1.88E-05,141.6348033
-3,-2,33403.77734,9.89E+17,122.1342588,1.33E-05,0.235305683,0.289701914,0.859068611,9.51E-04,141.6348033
-2,-1,33403.77734,4.73E+17,134.3504455,5.24E-05,0.230007384,0.553002592,0.945253293,3.77E-02,141.6348033
-1,0,33403.77734,9.28773E+13,106.8412835,3.67E-03,1.058683419,0.782754066,1.541209266,1.06E-03,141.6348033
0,1,33403.77734,1.07932E+13,174.5578956,0.17304193,0.192109266,0.844564056,1.386121466,2.59E-04,141.6348033
1,2,33403.77734,3.9442E+13,125.9250293,0.162523928,2.05387803,0.888089248,1.319461484,9.73E-04,141.6348033
2,3,33403.77734,1.40996E+14,129.1982614,3.65E-03,3.707042473,0.826565102,1.206958019,2.52E-04,141.6348033
3,4,33403.77734,1.02939E+16,103.6323662,4.93E-03,1.602663091,0.425033251,1.183913859,1.29E-02,141.6348033
4,5,33403.77734,4.63093E+14,121.2314542,7.22E-04,0.29654084,1.360408522,1.001773905,9.32E-02,141.6348033
5,6,33403.77734,1764158436,139.8452393,8.62E-05,1.82E-02,0.983091363,1.48004394,3.59E-05,141.6348033
6,7,33403.77734,5.26832E+13,167.2981028,5.22E-05,2.83E-03,2.041200366,0.99201247,0.297179228,141.6348033
7,8,33403.77734,1196546.742,195.0066222,6.30E-05,7.44E-05,1.399435223,1.38065525,0.185559895,141.6348033
8,9,33403.77734,1752023.58,200.5155367,0,0,1.84060412,1.335930192,0.153133372,141.6348033
9,10,33403.77734,987461.7746,194.2426638,0,0,1.599996862,1.192491097,2.51E-03,141.6348033
-10,-9,33704.70313,0,0,0,0,0,0,0,141.1210617
-9,-8,33704.70313,2.00002E+15,179.1045443,0,0,1.400000252,1.399998363,0,141.1210617
-8,-7,33704.70313,6.05019E+15,163.2398661,0,0,1.200407919,1.399286144,3.00E-17,141.1210617
-7,-6,33704.70313,1.60993E+15,141.7523278,0,10.33008529,0.440923209,1.145613987,2.95E-03,141.1210617
-6,-5,33704.70313,1.73473E+15,124.1339672,0,1.632366885,0.287011807,1.142288965,1.39E-05,141.1210617
-5,-4,33704.70313,3.26505E+14,106.1655143,2.55E-03,5.193712621,0.14425546,0.857584783,8.59E-05,141.1210617
-4,-3,33704.70313,2.61585E+15,114.3342339,1.06E-03,0.764271412,0.602774264,1.201146458,1.85E-05,141.1210617
-3,-2,33704.70313,9.89E+17,122.1476694,1.60E-05,0.245952888,0.290001498,0.859046514,9.90E-04,141.1210617
-2,-1,33704.70313,4.74E+17,134.3363179,5.41E-05,0.241476002,0.554615471,0.945488427,3.76E-02,141.1210617
-1,0,33704.70313,9.67076E+13,107.0663505,4.24E-03,1.102944807,0.782475326,1.542392251,1.14E-03,141.1210617
0,1,33704.70313,1.23729E+13,174.5620127,0.180278723,0.200370573,0.842966596,1.384786672,2.82E-04,141.1210617
1,2,33704.70313,4.07881E+13,126.2907811,0.172233091,2.159560786,0.890214883,1.324106272,9.96E-04,141.1210617
2,3,33704.70313,1.47028E+14,129.17359,3.96E-03,3.855319941,0.82723483,1.206969521,2.69E-04,141.1210617
3,4,33704.70313,1.2179E+16,104.093543,5.68E-03,1.541871492,0.428619385,1.18298318,1.37E-02,141.1210617
4,5,33704.70313,4.38848E+14,118.807979,8.20E-04,0.301769886,1.367615774,1.001897093,8.84E-02,141.1210617
5,6,33704.70313,2061294641,139.1269221,9.10E-05,1.89E-02,0.984049713,1.471340331,3.85E-05,141.1210617
6,7,33704.70313,4.92653E+13,169.7202197,5.82E-05,2.94E-03,2.097528241,0.973843151,0.31817046,141.1210617
7,8,33704.70313,1222517.386,194.8240057,7.13E-05,8.39E-05,1.396196465,1.381350018,0.184723916,141.1210617
8,9,33704.70313,1791241.743,199.4776885,0,0,1.838019645,1.341893749,0.148586554,141.1210617
9,10,33704.70313,989742.5367,194.2177097,0,0,1.599996788,1.193866089,2.05E-03,141.1210617
-10,-9,34005.62891,0,0,0,0,0,0,0,140.5989274
-9,-8,34005.62891,2.00001E+15,179.1045565,0,0,1.400000214,1.39999861,0,140.5989274
-8,-7,34005.62891,6.08193E+15,163.2412672,0,0,1.200412164,1.399278715,3.34E-17,140.5989274
-7,-6,34005.62891,1.72424E+15,141.834629,0,10.10545776,0.441574917,1.14574844,3.10E-03,140.5989274
-6,-5,34005.62891,1.67244E+15,124.1346922,0,1.662401335,0.286964635,1.142315647,1.46E-05,140.5989274
-5,-4,34005.62891,3.7173E+14,106.1697106,2.67E-03,5.155139127,0.144385345,0.857625586,9.35E-05,140.5989274
-4,-3,34005.62891,2.59564E+15,114.3197079,1.18E-03,0.791158449,0.602961953,1.201360847,1.82E-05,140.5989274
-3,-2,34005.62891,9.90E+17,122.1605232,1.91E-05,0.256549637,0.29029571,0.859033475,1.03E-03,140.5989274
-2,-1,34005.62891,4.75E+17,134.3144289,5.60E-05,0.252973545,0.556263941,0.945663788,3.75E-02,140.5989274
